Pokemon,No.,Caught?,Sword,Shield,Expansion Pass,Brilliant Diamond,Shining Pearl,Legends: Arceus,Sword Expansion Pass,Shield Expansion Pass
Necrozma,#0800,False,Pokémon HOME Trade Version 1.3.0+,Pokémon HOME Trade Version 1.3.0+,"Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)",Unobtainable,Unobtainable,Unobtainable,,
Magearna,#0801,False,Pokémon HOME Version 1.2.0+,Pokémon HOME Version 1.2.0+,,Unobtainable,Unobtainable,Unobtainable,,
Marshadow,#0802,False,Pokémon HOME Event,Pokémon HOME Event,,Unobtainable,Unobtainable,Unobtainable,,
Poipole,#0803,False,Trade Version 1.3.0+,Trade Version 1.3.0+,Received from the Dynamax Adventure attendant in Max Lair,Unobtainable,Unobtainable,Unobtainable,,
Naganadel,#0804,False,Trade Version 1.3.0+,Trade Version 1.3.0+,Evolve Poipole,Unobtainable,Unobtainable,Unobtainable,,
Stakataka,#0805,False,Trade Version 1.3.0+,Trade Version 1.3.0+,"Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)",Unobtainable,Unobtainable,Unobtainable,,
Blacephalon,#0806,False,Trade Version 1.3.0+,Trade Version 1.3.0+,"Max Lair (Dynamax Adventure) (Only one, requires unlocking the They Came From The Ultra Beyond! adventure)",Unobtainable,Unobtainable,Unobtainable,,
Zeraora,#0807,False,Pokémon HOME,Pokémon HOME,,Unobtainable,Unobtainable,Unobtainable,,
Meltan,#0808,False,Pokémon HOME,Pokémon HOME,,Unobtainable,Unobtainable,Unobtainable,,
Melmetal,#0809,False,Pokémon HOME,Pokémon HOME,,Unobtainable,Unobtainable,Unobtainable,,
Grookey,#0810,False,First partner Pokémon from Leon in Postwick,First partner Pokémon from Leon in Postwick,,Unobtainable,Unobtainable,Unobtainable,,
Thwackey,#0811,False,Evolve Grookey,Evolve Grookey,,Unobtainable,Unobtainable,Unobtainable,,
Rillaboom,#0812,False,Evolve Thwackey,Evolve Thwackey,,Unobtainable,Unobtainable,Unobtainable,,
Scorbunny,#0813,False,First partner Pokémon from Leon in Postwick,First partner Pokémon from Leon in Postwick,,Unobtainable,Unobtainable,Unobtainable,,
Raboot,#0814,False,Evolve Scorbunny,Evolve Scorbunny,,Unobtainable,Unobtainable,Unobtainable,,
Cinderace,#0815,False,Evolve Raboot,Evolve Raboot,,Unobtainable,Unobtainable,Unobtainable,,
Sobble,#0816,False,First partner Pokémon from Leon in Postwick,First partner Pokémon from Leon in Postwick,,Unobtainable,Unobtainable,Unobtainable,,
Drizzile,#0817,False,Evolve Sobble,Evolve Sobble,,Unobtainable,Unobtainable,Unobtainable,,
Inteleon,#0818,False,Evolve Drizzile,Evolve Drizzile,,Unobtainable,Unobtainable,Unobtainable,,
Skwovet,#0819,False,"Routes 1 and 2, Slumbering Weald Routes 3, 4, and 5, Rolling Fields, Motostoke Riverbank, North Lake Miloch, Dappled Grove, Watchtower Ruins (Berry trees) Rolling Fields, East Lake Axewell, Motostoke Riverbank, Bridge Field, Stony Wilderness (Max Raid Battle) Trade Bunnelby in Motostoke","Routes 1 and 2, Slumbering Weald Routes 3, 4, and 5, Rolling Fields, Motostoke Riverbank, North Lake Miloch, Dappled Grove, Watchtower Ruins (Berry trees) Rolling Fields, East Lake Axewell, Motostoke Riverbank, Bridge Field, Stony Wilderness (Max Raid Battle) Trade Bunnelby in Motostoke","Stepping- Stone Sea, Ballimere Lake Fields of Honor, Soothing Wetlands, Challenge Beach, Forest of Focus, Training Lowlands, Workout Sea, Loop Lagoon, Stepping- Stone Sea, Insular Sea, Slippery Slope, Frostpoint Field, Giant's Bed, Giant's Foot, Ballimere Lake (Berry trees) Slippery Slope, Giant's Bed, Giant's Foot, Ballimere Lake (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Greedent,#0820,False,"Routes 6, 7, and 9, Axew's Eye, Bridge Field, Giant's Cap, Giant's Mirror, Giant's Seat, Hammerlocke Hills, Lake of Outrage, Motostoke Riverbank (Berry trees) Bridge Field (Wanderer) Bridge Field, Motostoke Riverbank, Stony Wilderness (Max Raid Battle)","Routes 6, 7, and 9, Axew's Eye, Bridge Field, Giant's Cap, Giant's Mirror, Giant's Seat, Hammerlocke Hills, Lake of Outrage, Motostoke Riverbank (Berry trees) Bridge Field (Wanderer) Bridge Field, Motostoke Riverbank, Stony Wilderness (Max Raid Battle)","Slippery Slope, Frostpoint Field, Giant's Bed, Giant's Foot, Ballimere Lake (Berry trees) Giant's Bed, Ballimere Lake, Dyna Tree Hill (Wanderer) Loop Lagoon, Slippery Slope, Giant's Bed, Giant's Foot, Ballimere Lake (Max Raid Battle) Max Lair (Dynamax Adventure)",Unobtainable,Unobtainable,Unobtainable,,
Rookidee,#0821,False,"Routes 1, 2, and 3, Motostoke Riverbank, Slumbering Weald East Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle)","Routes 1, 2, and 3, Motostoke Riverbank, Slumbering Weald East Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle)",,Unobtainable,Unobtainable,Unobtainable,,
Corvisquire,#0822,False,"Giant's Mirror, Hammerlocke Hills, Motostoke Riverbank Route 3 (Wanderer) East Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle)","Giant's Mirror, Hammerlocke Hills, Motostoke Riverbank Route 3 (Wanderer) East Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle)","Ballimere Lake Frostpoint Field, Giant's Bed, Frigid Sea, Ballimere Lake, Dyna Tree Hill (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Corviknight,#0823,False,"Route 7, Dusty Bowl, Lake of Outrage, Slumbering Weald Giant's Cap, Hammerlocke Hills, Motostoke Riverbank, North Lake Miloch, Watchtower Ruins (Wanderer) East Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle) Giant's Cap (Max Raid Battle) (Gigantamax Factor)","Route 7, Dusty Bowl, Lake of Outrage, Slumbering Weald Giant's Cap, Hammerlocke Hills, Motostoke Riverbank, North Lake Miloch, Watchtower Ruins (Wanderer) East Lake Axewell, Giant's Cap, Hammerlocke Hills (Max Raid Battle) Giant's Cap (Max Raid Battle) (Gigantamax Factor)","Ballimere Lake (Wanderer) Frostpoint Field, Giant's Bed, Snowslide Slope, Path to the Peak, Frigid Sea, Ballimere Lake, Dyna Tree Hill (Max Raid Battle) Frostpoint Field, Giant's Bed, Frigid Sea, Ballimere Lake, Dyna Tree Hill (Max Raid Battle) (Gigantamax Factor)",Unobtainable,Unobtainable,Unobtainable,,
Blipbug,#0824,False,"Routes 1 and 2, Giant's Cap, Slumbering Weald Bridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle)","Routes 1 and 2, Giant's Cap, Slumbering Weald Bridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle)","Fields of Honor, Challenge Beach, Training Lowlands, Challenge Road, Workout Sea, Loop Lagoon, Stepping- Stone Sea, Insular Sea, Honeycalm Island",Unobtainable,Unobtainable,Unobtainable,,
Dottler,#0825,False,"Route 5, Giant's Cap, Giant's Mirror, Stony Wilderness Bridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle)","Route 5, Giant's Cap, Giant's Mirror, Stony Wilderness Bridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle)",Fields of Honor (Max Raid Battle),Unobtainable,Unobtainable,Unobtainable,,
Orbeetle,#0826,False,"Giant's Cap, Lake of Outrage, Slumbering Weald, Dappled Grove Bridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle) Dappled Grove, Bridge Field (Max Raid Battle) (Gigantamax Factor)","Giant's Cap, Lake of Outrage, Slumbering Weald, Dappled Grove Bridge Field, Dappled Grove, Rolling Fields, South Lake Miloch (Max Raid Battle) Dappled Grove, Bridge Field (Max Raid Battle) (Gigantamax Factor)","Fields of Honor (Max Raid Battle) Training Lowlands, Max Lair (Dynamax Adventure) (Gigantamax Factor)",Unobtainable,Unobtainable,Unobtainable,,
Nickit,#0827,False,"Routes 1 and 2, Dusty Bowl, Giant's Mirror, Stony Wilderness West Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)","Routes 1 and 2, Dusty Bowl, Giant's Mirror, Stony Wilderness West Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)",,Unobtainable,Unobtainable,Unobtainable,,
Thievul,#0828,False,"Routes 7 and 9, Bridge Field, Hammerlocke Hills, Stony Wilderness West Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)","Routes 7 and 9, Bridge Field, Hammerlocke Hills, Stony Wilderness West Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)","Frostpoint Field, Giant's Bed, Snowslide Slope, Giant's Foot, Frigid Sea (Max Raid Battle) Max Lair (Dynamax Adventure)",Unobtainable,Unobtainable,Unobtainable,,
Gossifleur,#0829,False,"Routes 2 and 3, Motostoke Riverbank Bridge Field,  Dappled Grove, Giant's Mirror, Stony Wilderness (Max Raid Battle)","Routes 2 and 3, Motostoke Riverbank Bridge Field,  Dappled Grove, Giant's Mirror, Stony Wilderness (Max Raid Battle)","Ballimere Lake Slippery Slope, Crown Shrine, Giant's Foot, Ballimere Lake (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Eldegoss,#0830,False,"Motostoke Riverbank, Dusty Bowl, Giant's Cap, Stony Wilderness Route 5 (Wanderer, one) Dappled Grove, Bridge Field, Stony Wilderness, Giant's Mirror (Max Raid Battle)","Motostoke Riverbank, Dusty Bowl, Giant's Cap, Stony Wilderness Route 5 (Wanderer, one) Dappled Grove, Bridge Field, Stony Wilderness, Giant's Mirror (Max Raid Battle)","Ballimere Lake (Wanderer) Max Lair (Dynamax Adventure) Slippery Slope, Crown Shrine, Giant's Foot, Ballimere Lake (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Wooloo,#0831,False,"Routes 1 and 4, Motostoke Riverbank Bridge Field, East Lake Axewell, Motostoke Riverbank, Rolling Fields, Stony Wilderness (Max Raid Battle)","Routes 1 and 4, Motostoke Riverbank Bridge Field, East Lake Axewell, Motostoke Riverbank, Rolling Fields, Stony Wilderness (Max Raid Battle)","Slippery Slope, Frostpoint Field, Giant's Bed, Snowslide Slope, Three- Point Pass Slippery Slope, Giant's Bed, Giant's Foot, Ballimere Lake (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Dubwool,#0832,False,"Dusty Bowl, Hammerlocke Hills, Motostoke Riverbank, Rolling Fields Bridge Field, East Lake Axewell, Motostoke Riverbank, Rolling Fields, Stony Wilderness (Max Raid Battle)","Dusty Bowl, Hammerlocke Hills, Motostoke Riverbank, Rolling Fields Bridge Field, East Lake Axewell, Motostoke Riverbank, Rolling Fields, Stony Wilderness (Max Raid Battle)","Slippery Slope, Frostpoint Field, Giant's Bed, Snowslide Slope, Three- Point Pass Slippery Slope, Frostpoint Field, Giant's Bed, Snowslide Slope (Wanderer) Fields of Honor, Soothing Wetlands, Stepping- Stone Sea, Insular Sea, Slippery Slope, Giant's Bed, Giant's Foot, Ballimere Lake (Max Raid Battle) Max Lair (Dynamax Adventure)",Unobtainable,Unobtainable,Unobtainable,,
Chewtle,#0833,False,"Routes 2, 4 and 5, Galar Mine No. 2, Giant's Cap, Giant's Mirror, Hulbury, Motostoke, Motostoke Outskirts, Motostoke Riverbank Bridge Field, Dusty Bowl, East Lake Axewell, Giant's Cap, Giant's Mirror, Lake of Outrage, South Lake Miloch, West Lake Axewell (Max Raid Battle)","Routes 2, 4 and 5, Galar Mine No. 2, Giant's Cap, Giant's Mirror, Hulbury, Motostoke, Motostoke Outskirts, Motostoke Riverbank Bridge Field, Dusty Bowl, East Lake Axewell, Giant's Cap, Giant's Mirror, Lake of Outrage, South Lake Miloch, West Lake Axewell (Max Raid Battle)","Courageous Cavern, Soothing Wetlands",Unobtainable,Unobtainable,Unobtainable,,
Drednaw,#0834,False,"Route 6, Bridge Field, Dusty Bowl, Giant's Cap, Giant's Mirror, Lake of Outrage Route 2, Galar Mine No. 2 (Wanderer) West Lake Axewell, South Lake Miloch, Bridge Field, Giant's Cap, Lake of Outrage, Giant's Mirror, Dusty Bowl (Max Raid Battle) Giant's Cap (Max Raid Battle) (Gigantamax Factor)","Route 6, Bridge Field, Dusty Bowl, Giant's Cap, Giant's Mirror, Lake of Outrage Route 2, Galar Mine No. 2 (Wanderer) West Lake Axewell, South Lake Miloch, Bridge Field, Giant's Cap, Lake of Outrage, Giant's Mirror, Dusty Bowl (Max Raid Battle) Giant's Cap (Max Raid Battle) (Gigantamax Factor)","Fields of Honor, Soothing Wetlands, Loop Lagoon (Wanderer) Max Lair, Courageous Cavern (Dynamax Adventure) (Gigantamax Factor)",Unobtainable,Unobtainable,Unobtainable,,
Yamper,#0835,False,"Routes 2 and 4, Giant's Mirror, Motostoke Riverbank, Stony Wilderness Motostoke Riverbank, Lake of Outrage, Giant's Mirror (Max Raid Battle)","Routes 2 and 4, Giant's Mirror, Motostoke Riverbank, Stony Wilderness Motostoke Riverbank, Lake of Outrage, Giant's Mirror (Max Raid Battle)",Ballimere Lake,Unobtainable,Unobtainable,Unobtainable,,
Boltund,#0836,False,"Dusty Bowl, Lake of Outrage, Motostoke Riverbank North Lake Miloch (Wanderer) Motostoke Riverbank, Lake of Outrage, Giant's Mirror (Max Raid Battle)","Dusty Bowl, Lake of Outrage, Motostoke Riverbank North Lake Miloch (Wanderer) Motostoke Riverbank, Lake of Outrage, Giant's Mirror (Max Raid Battle)","Ballimere Lake Fields of Honor, Forest of Focus, Challenge Beach, Honeycalm Sea, Frostpoint Field, Giant's Bed, Frigid Sea, Three- Point Pass, Ballimere Lake (Max Raid Battle) Max Lair (Dynamax Adventure)",Unobtainable,Unobtainable,Unobtainable,,
Rolycoly,#0837,False,"Route 3, Galar Mine, Giant's Cap,  Motostoke Riverbank Dusty Bowl, Giant's Seat, Rolling Fields, Stony Wilderness (Max Raid Battle)","Route 3, Galar Mine, Giant's Cap,  Motostoke Riverbank Dusty Bowl, Giant's Seat, Rolling Fields, Stony Wilderness (Max Raid Battle)",,Unobtainable,Unobtainable,Unobtainable,,"Slippery Slope, Frostpoint Field, Giant's Bed, Snowslide Slope, Ballimere Lake (Max Raid Battle)"
Carkol,#0838,False,"Bridge Field, Stony Wilderness, Giant's Cap Galar Mine (Wanderer) Giant's Seat, Rolling Fields, Stony Wilderness, Giant's Cap, Dusty Bowl (Max Raid Battle)","Bridge Field, Stony Wilderness, Giant's Cap Galar Mine (Wanderer) Giant's Seat, Rolling Fields, Stony Wilderness, Giant's Cap, Dusty Bowl (Max Raid Battle)","Ballimere Lake, Lakeside Cave Max Lair (Dynamax Adventure) Slippery Slope Sh, Frostpoint Field, Giant's Bed, Snowslide Slope, Frigid Sea, Ballimere Lake (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Coalossal,#0839,False,"Dusty Bowl, Lake of Outrage Giant's Cap (Wanderer) Dusty Bowl, Giant's Seat, Rolling Fields, Stony Wilderness (Max Raid Battle) Giant's Seat (Max Raid Battle) (Gigantamax Factor)","Dusty Bowl, Lake of Outrage Giant's Cap (Wanderer) Dusty Bowl, Giant's Seat, Rolling Fields, Stony Wilderness (Max Raid Battle) Giant's Seat (Max Raid Battle) (Gigantamax Factor)","Ballimere Lake, Lakeside Cave (Wanderer) Frostpoint Field (Max Raid Battle) Slippery Slope, Giant's Bed, Snowslide Slope, Frigid Sea, Ballimere Lake (Max Raid Battle) (Gigantamax Factor) Max Lair (Dynamax Adventure) (Gigantamax Factor)",Unobtainable,Unobtainable,Unobtainable,,
Applin,#0840,False,"Route 5, Dusty Bowl, Giant's Mirror, Stony Wilderness Axew's Eye, Bridge Field, Dappled Grove, Giant's Mirror, Rolling Fields, Stony Wilderness (Max Raid Battle)","Route 5, Dusty Bowl, Giant's Mirror, Stony Wilderness Axew's Eye, Bridge Field, Dappled Grove, Giant's Mirror, Rolling Fields, Stony Wilderness (Max Raid Battle)","Fields of Honor, Soothing Wetlands, Challenge Beach, Forest of Focus, Training Lowlands, Workout Sea, Loop Lagoon, Stepping- Stone Sea, Insular Sea Loop Lagoon (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Flapple,#0841,False,"Axew's Eye, Bridge Field, Dappled Grove, Giant's Mirror, Stony Wilderness (Max Raid Battle) Dappled Grove (Max Raid Battle) (Gigantamax Factor)",Trade,,Unobtainable,Unobtainable,Unobtainable,Stepping- Stone Sea Loop Lagoon (Max Raid Battle) Loop Lagoon (Max Raid Battle) (Gigantamax Factor),
Appletun,#0842,False,Trade,"Axew's Eye, Bridge Field, Dappled Grove, Giant's Mirror, Stony Wilderness (Max Raid Battle) Dappled Grove (Max Raid Battle) (Gigantamax Factor)",,Unobtainable,Unobtainable,Unobtainable,,Stepping- Stone Sea Loop Lagoon (Max Raid Battle) Loop Lagoon (Max Raid Battle) (Gigantamax Factor)
Silicobra,#0843,False,Route 6 Dusty Bowl (Max Raid Battle),Route 6 Dusty Bowl (Max Raid Battle),"Forest of Focus, Training Lowlands, Challenge Road, Potbottom Desert",Unobtainable,Unobtainable,Unobtainable,,
Sandaconda,#0844,False,"Route 8, Lake of Outrage Dusty Bowl (Max Raid Battle) Dusty Bowl (Max Raid Battle) (Gigantamax Factor)","Route 8, Lake of Outrage Dusty Bowl (Max Raid Battle) Dusty Bowl (Max Raid Battle) (Gigantamax Factor)",Max Lair (Dynamax Adventure) (Gigantamax Factor),Unobtainable,Unobtainable,Unobtainable,,
Cramorant,#0845,False,"Route 9, Bridge Field, Lake of Outrage, Stony Wilderness Axew's Eye (Wanderer) Giant's Cap, Hammerlocke Hills (Max Raid Battle)","Route 9, Bridge Field, Lake of Outrage, Stony Wilderness Axew's Eye (Wanderer) Giant's Cap, Hammerlocke Hills (Max Raid Battle)","Challenge Beach, Forest of Focus, Training Lowlands Challenge Beach, Forest of Focus (Wanderer) Max Lair (Dynamax Adventure)",Unobtainable,Unobtainable,Unobtainable,,
Arrokuda,#0846,False,"Route 2, Hulbury, Motostoke Riverbank East Lake Axewell, West Lake Axewell, South Lake Miloch, North Lake Miloch, Bridge Field, Giant's Cap, Lake of Outrage, Giant's Mirror (Max Raid Battle)","Route 2, Hulbury, Motostoke Riverbank East Lake Axewell, West Lake Axewell, South Lake Miloch, North Lake Miloch, Bridge Field, Giant's Cap, Lake of Outrage, Giant's Mirror (Max Raid Battle)","Challenge Beach, Forest of Focus, Training Lowlands",Unobtainable,Unobtainable,Unobtainable,,
Barraskewda,#0847,False,"Route 2, Motostoke Riverbank, Dusty Bowl, Lake of Outrage South Lake Miloch, North Lake Miloch, Bridge Field, Lake of Outrage (Max Raid Battle)","Route 2, Motostoke Riverbank, Dusty Bowl, Lake of Outrage South Lake Miloch, North Lake Miloch, Bridge Field, Lake of Outrage (Max Raid Battle)",Training Lowlands (Wanderer) Max Lair (Dynamax Adventure),Unobtainable,Unobtainable,Unobtainable,,
Toxel,#0848,False,"Received from a Pokémon Breeder inside the Pokémon Nursery on Route 5 Route 7, Hammerlocke Hills, Giant's Cap, Stony Wilderness, Bridge Field, Motostoke Riverbank East Lake Axewell, North Lake Miloch, Motostoke Riverbank, Giant's Cap, Lake of Outrage, Giant's Mirror, Hammerlocke Hills (Max Raid Battle)","Received from a Pokémon Breeder inside the Pokémon Nursery on Route 5 Route 7, Hammerlocke Hills, Giant's Cap, Stony Wilderness, Bridge Field, Motostoke Riverbank East Lake Axewell, North Lake Miloch, Motostoke Riverbank, Giant's Cap, Lake of Outrage, Giant's Mirror, Hammerlocke Hills (Max Raid Battle)",,Unobtainable,Unobtainable,Unobtainable,,
Toxtricity,#0849,False,"East Lake Axewell, Giant's Cap, Giant's Mirror, Hammerlocke Hills, Lake of Outrage, Motostoke Riverbank, North Lake Miloch (Max Raid Battle) (Amped Form)","East Lake Axewell, Giant's Cap, Giant's Mirror, Hammerlocke Hills, Lake of Outrage, Motostoke Riverbank, North Lake Miloch (Max Raid Battle) (Amped Form)","Frostpoint Field, Giant's Bed, Three- Point Pass, Frigid Sea, Ballimere Lake (Max Raid Battle) (Amped Sw/ Low Key Sh Form) Max Lair (Dynamax Adventure) (Amped Form/ Gigantamax Factor)",Unobtainable,Unobtainable,Unobtainable,,
Sizzlipede,#0850,False,"Route 3, Motostoke Stadium* Stony Wilderness, Giant's Cap, Lake of Outrage, Dusty Bowl, Hammerlocke Hills (Max Raid Battle)","Route 3, Motostoke Stadium* Stony Wilderness, Giant's Cap, Lake of Outrage, Dusty Bowl, Hammerlocke Hills (Max Raid Battle)","Giant's Foot Giant's Bed, Snowslide Slope, Ballimere Lake (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Centiskorch,#0851,False,"Dusty Bowl, Giant's Cap, Hammerlocke Hills, Lake of Outrage, Stony Wilderness (Max Raid Battle) Stony Wilderness, use Dynamax Crystal ★ Sgr6859 at Watchtower Lair (Max Raid Battle) (Gigantamax Factor)","Dusty Bowl, Giant's Cap, Hammerlocke Hills, Lake of Outrage, Stony Wilderness (Max Raid Battle) Stony Wilderness, use Dynamax Crystal ★ Sgr6859 at Watchtower Lair (Max Raid Battle) (Gigantamax Factor)","Giant's Foot Snowslide Slope, Giant's Bed, Ballimere Lake (Max Raid Battle) Snowslide Slope, Giant's Bed, Ballimere Lake (Max Raid Battle) (Gigantamax Factor) Max Lair (Dynamax Adventure) (Gigantamax Factor)",Unobtainable,Unobtainable,Unobtainable,,
